nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0000439,Neil Patrick Harris,1973,\N,"actor,producer,soundtrack","tt0460649,tt4834206,tt0120201,tt2267998"
nm0000442,Rutger Hauer,1944,2019,"actor,producer,director","tt0401792,tt0091209,tt1640459,tt0083658"
nm0000450,Philip Seymour Hoffman,1967,2014,"actor,producer,soundtrack","tt0472062,tt0379725,tt1560747,tt0181875"
nm0000453,Ian Holm,1931,2020,"actor,soundtrack,animation_department","tt0382932,tt0167260,tt0088846,tt0120737"
nm0000454,Dennis Hopper,1936,2010,"actor,director,writer","tt0090756,tt0114898,tt0111257,tt0064276"
nm0000456,Holly Hunter,1958,\N,"actress,producer,soundtrack","tt0328538,tt3606756,tt0107822,tt0092699"
nm0000457,John Hurt,1940,2017,"actor,soundtrack","tt0080678,tt0078748,tt0077928,tt0087803"
nm0000460,Jeremy Irons,1948,\N,"actor,soundtrack,producer","tt2975590,tt2094766,tt0110357,tt0094964"
nm0000463,Famke Janssen,1964,\N,"actress,writer,director","tt0113189,tt0376994,tt0185371,tt0120903"
nm0000466,Jean-Pierre Jeunet,1953,\N,"director,writer,producer","tt0101700,tt1149361,tt0211915,tt0344510"
nm0000469,James Earl Jones,1931,\N,"actor,soundtrack","tt0099810,tt3748528,tt0086190,tt6105098"
nm0000473,Diane Keaton,1946,\N,"actress,producer,director","tt0075686,tt0082979,tt0356680,tt0337741"
nm0000474,Michael Keaton,1951,\N,"actor,miscellaneous,producer","tt2562232,tt1895587,tt0096895,tt4276820"
nm0000484,John Landis,1950,\N,"producer,director,actor","tt0067716,tt0118747,tt0080455,tt0086491"
nm0000485,Fritz Lang,1890,1976,"writer,director,producer","tt0057345,tt0038057,tt0027652,tt0022100"
nm0000487,Ang Lee,1954,\N,"director,producer,writer","tt0190332,tt0808357,tt0454876,tt0107156"
nm0000489,Christopher Lee,1922,2015,"actor,soundtrack,miscellaneous","tt0070917,tt0167261,tt0120737,tt0121765"
nm0000490,Spike Lee,1957,\N,"director,producer,writer","tt0091939,tt0097216,tt0102175,tt0104797"
nm0000491,John Leguizamo,1960,\N,"actor,producer,writer","tt0203009,tt0117509,tt0120177,tt0162677"
nm0000492,Jennifer Jason Leigh,1962,\N,"actress,producer,soundtrack","tt0108122,tt3460252,tt0109642,tt0105414"
nm0000493,Jack Lemmon,1925,2001,"actor,soundtrack,producer","tt0053291,tt0104348,tt0107050,tt0053604"
nm0000494,Robert Sean Leonard,1969,\N,"actor,soundtrack","tt0107616,tt0097165,tt0106226,tt0412142"
nm0000497,Jennifer Lien,1974,\N,"actress,producer,script_department","tt0120586,tt0112178,tt0133189,tt0106100"
nm0000500,Richard Linklater,1960,\N,"producer,director,writer","tt0243017,tt2209418,tt1065073,tt0405296"
nm0000501,Ray Liotta,1954,2022,"actor,producer,soundtrack","tt0365686,tt0272207,tt0099685,tt0091983"
nm0000502,Christopher Lloyd,1938,\N,"actor,soundtrack,producer","tt0106220,tt0088763,tt0096438,tt0101272"
nm0000510,Andie MacDowell,1958,\N,"actress,producer,soundtrack","tt0109831,tt0098724,tt0102070,tt0107048"
nm0000511,Shirley MacLaine,1934,\N,"actress,soundtrack,writer","tt0086425,tt0098384,tt0053604,tt0048750"
nm0000513,William H. Macy,1950,\N,"actor,writer,director","tt1586680,tt0175880,tt0118749,tt0116282"
nm0000514,Michael Madsen,1957,\N,"actor,producer,writer","tt0105236,tt0114508,tt0266697,tt3460252"
nm0000518,John Malkovich,1953,\N,"actor,producer,writer","tt0887883,tt0120601,tt0094947,tt0107206"
nm0000520,Michael Mann,1943,\N,"producer,writer,director","tt0091474,tt0140352,tt0369339,tt0104691"
nm0000521,Sophie Marceau,1966,\N,"actress,director,writer","tt1194616,tt0082100,tt0112573,tt0143145"
nm0000527,Walter Matthau,1920,2000,"actor,soundtrack,director","tt0072251,tt0056923,tt0060424,tt0063374"
nm0000531,Frances McDormand,1957,\N,"actress,producer,soundtrack","tt1748122,tt0181875,tt5027774,tt0116282"
nm0000532,Malcolm McDowell,1943,\N,"actor,producer,soundtrack","tt0111280,tt0080025,tt0373883,tt0066921"
nm0000537,Steve McQueen,1930,1980,"actor,producer,stunts","tt0057115,tt0070511,tt0063688,tt0062765"
nm0000545,Helen Mirren,1945,\N,"actress,producer,director","tt0975645,tt1245526,tt0280707,tt0436697"
nm0000546,Matthew Modine,1959,\N,"actor,producer,director","tt1345836,tt0112760,tt0093058,tt0108122"
nm0000547,Alfred Molina,1953,\N,"actor,producer,soundtrack","tt0120679,tt0118749,tt0316654,tt0175880"
nm0000551,Dermot Mulroney,1963,\N,"actor,soundtrack,music_department","tt0096487,tt0356680,tt0119738,tt1322269"
nm0000552,Eddie Murphy,1961,\N,"actor,writer,producer","tt0443489,tt0117218,tt0094898,tt0126029"
nm0000553,Liam Neeson,1952,\N,"actor,producer,soundtrack","tt0108052,tt1601913,tt0362269,tt0429493"
nm0000554,Sam Neill,1947,\N,"actor,producer,director","tt0107290,tt4698684,tt0163025,tt0104850"
nm0000559,Leonard Nimoy,1931,2015,"actor,director,soundtrack","tt0102975,tt0092007,tt0796366,tt0088170"
nm0000560,Nick Nolte,1941,\N,"actor,producer,soundtrack","tt0118564,tt0102713,tt0120863,tt1291584"
nm0000563,Chris O'Donnell,1970,\N,"actor,producer,director","tt0105323,tt0190865,tt0118688,tt0108333"
nm0000564,Peter O'Toole,1932,2013,"actor,soundtrack,producer","tt0056172,tt0332452,tt0081568,tt0063227"
nm0000569,Gwyneth Paltrow,1972,\N,"actress,producer,soundtrack","tt1300854,tt0138097,tt0116191,tt0120148"
nm0000570,Alan Parker,1944,2020,"director,soundtrack,writer","tt0095647,tt0077928,tt0116250,tt0101605"
nm0000571,Mary-Louise Parker,1964,\N,"actress,producer,soundtrack","tt0790736,tt1245526,tt1821694,tt0439100"
nm0000576,Sean Penn,1960,\N,"actor,director,producer","tt0315733,tt1013753,tt0327056,tt0112818"
nm0000578,Anthony Perkins,1932,1992,"actor,soundtrack,director","tt0054215,tt0078869,tt0091799,tt0086154"
nm0000579,Ron Perlman,1950,\N,"actor,producer,soundtrack","tt0411477,tt0092319,tt0167190,tt3973768"
nm0000581,Joseph L. Mankiewicz,1909,1993,"writer,producer,director","tt0056937,tt0042192,tt0046754,tt0041587"
nm0000582,Joe Pesci,1943,\N,"actor,soundtrack","tt0104952,tt0099685,tt1302006,tt0081398"
nm0000583,Wolfgang Petersen,1941,2022,"director,producer,writer","tt0082096,tt0089092,tt0114069,tt0118571"
nm0000586,Jada Pinkett Smith,1971,\N,"producer,actress,writer","tt0120082,tt0242653,tt0369339,tt0234215"
nm0000591,Roman Polanski,1933,\N,"director,actor,writer","tt1139328,tt0063522,tt0071315,tt0074811"
nm0000592,Pete Postlethwaite,1946,2011,"actor,producer","tt0840361,tt1375666,tt0119567,tt0114814"
nm0000600,Sam Raimi,1959,\N,"producer,writer,actor","tt0083907,tt0145487,tt0106308,tt0099365"
nm0000601,Harold Ramis,1944,2014,"writer,actor,producer","tt0087332,tt0083131,tt0478311,tt0107048"
nm0000602,Robert Redford,1936,\N,"producer,actor,director","tt0081283,tt0064115,tt0087781,tt0074119"
nm0000604,John C. Reilly,1965,\N,"actor,writer,producer","tt0118749,tt0299658,tt2015381,tt0841046"
nm0000606,Jean Reno,1948,\N,actor,"tt0122690,tt0110413,tt0095250,tt0383216"
nm0000608,Burt Reynolds,1936,2018,"actor,director,producer","tt0117765,tt0118749,tt0076729,tt0068473"
nm0000609,Ving Rhames,1959,\N,"actor,producer,writer","tt0120755,tt0163988,tt2381249,tt0110912"
nm0000610,Giovanni Ribisi,1974,\N,"actor,producer,cinematographer","tt0219699,tt0346156,tt0499549,tt0181984"
nm0000614,Alan Rickman,1946,2016,"actor,soundtrack,writer","tt0102798,tt0095016,tt0408236,tt0177789"
nm0000615,John Ritter,1948,2003,"actor,producer,soundtrack","tt0307987,tt0117666,tt0075596,tt0100419"
nm0000618,Isabella Rossellini,1952,\N,"actress,director,writer","tt0104070,tt0090756,tt0106881,tt2316411"
nm0000619,Tim Roth,1961,\N,"actor,producer,soundtrack","tt0110912,tt0133152,tt3460252,tt0114287"
nm0000620,Mickey Rourke,1952,\N,"actor,writer,producer","tt1228705,tt0401792,tt0092563,tt1125849"
nm0000621,Kurt Russell,1951,\N,"actor,producer,soundtrack","tt3896198,tt0116225,tt0116253,tt3460252"
nm0000623,Rene Russo,1954,\N,"actress,producer","tt0113161,tt2872718,tt0155267,tt0117438"
nm0000630,Liev Schreiber,1967,\N,"actor,producer,miscellaneous","tt0368008,tt0404030,tt0458525,tt1895587"
nm0000631,Ridley Scott,1937,\N,"producer,director,production_designer","tt3659388,tt0172495,tt0103074,tt0083658"
nm0000634,Peter Sellers,1925,1980,"actor,soundtrack,writer","tt0072081,tt0075066,tt0078841,tt0057012"
nm0000636,William Shakespeare,1564,1616,"writer,soundtrack,miscellaneous","tt8632012,tt14297038,tt10095582,tt20711868"
nm0000640,Martin Sheen,1940,\N,"actor,producer,soundtrack","tt1441912,tt0078788,tt0069762,tt0407887"
nm0000641,Gary Sinise,1955,\N,"actor,producer,director","tt0105046,tt0112384,tt0117438,tt0109830"
nm0000643,Tom Skerritt,1933,\N,"actor,director,producer","tt0118884,tt0078748,tt0092099,tt0098384"
nm0000651,Sissy Spacek,1949,\N,"actress,soundtrack,art_department","tt0074285,tt0247425,tt1454029,tt0080549"
nm0000656,Madeleine Stowe,1958,\N,"actress,director,writer","tt0108122,tt0144214,tt0104691,tt0114746"
nm0000657,David Strathairn,1949,\N,"actor,producer,soundtrack","tt0831387,tt0119488,tt0433383,tt0443272"
nm0000658,Meryl Streep,1949,\N,"actress,soundtrack,producer","tt1322269,tt0458352,tt0089755,tt0084707"
nm0000661,Donald Sutherland,1935,\N,"actor,soundtrack,producer","tt1951264,tt0077745,tt0414387,tt1951265"
nm0000666,Lili Taylor,1967,\N,"actress,writer,soundtrack","tt0116594,tt1457767,tt3488298"
nm0000668,Emma Thompson,1959,\N,"actress,writer,soundtrack","tt0107943,tt0114388,tt2140373,tt0314331"
nm0000669,Fred Thompson,1942,2015,actor,"tt0093640,tt0099423,tt0109190,tt0099810"
nm0000670,Lea Thompson,1961,\N,"actress,director,producer","tt0088763,tt5039578,tt1727381,tt1758772"
nm0000671,Billy Bob Thornton,1955,\N,"actor,writer,soundtrack","tt0120591,tt0243133,tt0120324,tt0117666"
nm0000673,Marisa Tomei,1964,\N,"actress,producer,soundtrack","tt1596363,tt1125849,tt0104952,tt0247425"
nm0000681,Vince Vaughn,1970,\N,"producer,actor,writer","tt0452594,tt1078940,tt5657856,tt0396269"
nm0000683,Gore Vidal,1925,2012,"writer,actor","tt0111732,tt0041061,tt0080491,tt0119177"
nm0000685,Jon Voight,1938,\N,"actor,producer,writer","tt0068473,tt0118615,tt0089941,tt0064665"
nm0000686,Christopher Walken,1943,\N,"actor,soundtrack,producer","tt0427327,tt0077416,tt0114194,tt0264464"
nm0000687,J.T. Walsh,1943,1998,actor,"tt0104257,tt0107665,tt0117666,tt0118771"
nm0000694,Wim Wenders,1945,\N,"director,producer,writer","tt0101458,tt0107209,tt0093191,tt0087884"
nm0000696,Wil Wheaton,1972,\N,"actor,writer,producer","tt0092455,tt0092005,tt0103112,tt0084649"
nm0000697,Billy Wilder,1906,2002,"writer,director,producer","tt0053604,tt0043014,tt0047437,tt0053291"
nm0000698,Gene Wilder,1933,2016,"actor,soundtrack,writer","tt0063462,tt0072431,tt0067992,tt0098282"
nm0000699,Michael Wincott,1958,\N,actor,"tt0102798,tt0108333,tt0109506,tt0114558"
nm0000701,Kate Winslet,1975,\N,"actress,producer,soundtrack","tt0120338,tt0114388,tt0959337,tt0338013"
nm0000702,Reese Witherspoon,1976,\N,"producer,actress,soundtrack","tt0126886,tt0250494,tt0358273,tt2305051"
nm0000704,Elijah Wood,1981,\N,"actor,producer,soundtrack","tt0120737,tt0167260,tt0338013,tt0167261"
nm0000705,Robin Wright,1966,\N,"actress,producer,director","tt0093779,tt0442933,tt0217869,tt0109830"
nm0000706,Michelle Yeoh,1962,\N,"actress,producer,writer","tt3104988,tt0120347,tt6710474,tt0190332"
nm0000707,Sean Young,1959,\N,"actress,miscellaneous,director","tt1856101,tt0083658,tt0087182,tt0093640"
nm0000708,Billy Zane,1966,\N,"actor,producer,soundtrack","tt0120338,tt0117331,tt0096874,tt0097162"
nm0000709,Robert Zemeckis,1952,\N,"producer,writer,director","tt1907668,tt0109830,tt0088763,tt0118884"
nm0000719,F. Murray Abraham,1939,\N,"actor,soundtrack","tt0086879,tt2278388,tt2042568,tt0113819"
nm0000729,Casey Affleck,1975,\N,"actor,producer,writer","tt6063090,tt6265828,tt4034228,tt0443680"
nm0000732,Danny Aiello,1933,2019,"actor,producer,soundtrack","tt0102070,tt0093565,tt0097216,tt0110413"
nm0000733,Anouk Aimée,1932,\N,actress,"tt0055093,tt0053779,tt0061138,tt0056801"
nm0000734,Eddie Albert,1906,2005,"actor,soundtrack,producer","tt0058808,tt0068687,tt0046250,tt0056197"
nm0000736,Robert Aldrich,1918,1983,"director,assistant_director,producer","tt0070030,tt0071771,tt0056687,tt0061578"
nm0000741,Tim Allen,1953,\N,"actor,producer,miscellaneous","tt0101120,tt0114709,tt0177789,tt0111070"
nm0000752,Judith Anderson,1897,1992,"actress,soundtrack","tt0088170,tt0037008,tt0032976,tt0051459"
nm0000759,Paul Thomas Anderson,1970,\N,"director,writer,producer","tt0118749,tt0272338,tt11271038,tt0469494"
nm0000761,Bibi Andersson,1935,2019,"actress,soundtrack","tt0050986,tt0060827,tt0837106,tt0050976"
nm0000763,Dana Andrews,1909,1992,"actor,soundtrack","tt0037691,tt0036868,tt0037008,tt0051221"
nm0000783,Dario Argento,1940,\N,"writer,director,producer","tt0073582,tt0087909,tt0093677,tt0065143"
nm0000795,Jean Arthur,1900,1991,"actress,soundtrack","tt0031679,tt0036172,tt0046303,tt0030993"
nm0000799,Edward Asner,1929,2021,"actor,producer,soundtrack","tt0319343,tt1049413,tt0061619,tt0065314"
nm0000802,Mary Astor,1906,1987,"actress,soundtrack","tt0033677,tt0033870,tt0034428,tt0037059"
nm0000809,Daniel Auteuil,1950,\N,"actor,director,writer","tt0091288,tt0243493,tt0387898,tt1473063"
nm0000812,Roger Avary,1965,\N,"writer,producer,director","tt0110912,tt0442933,tt0105236,tt0110265"
nm0000814,John G. Avildsen,1935,2017,"director,editor,producer","tt0075148,tt0087538,tt0100507,tt0097647"
nm0000817,Lew Ayres,1908,1996,"actor,soundtrack,director","tt0020629,tt0040495,tt0069768,tt0030241"
nm0000820,Burt Bacharach,1928,2023,"soundtrack,composer,music_department","tt0064115,tt0119738,tt0082031,tt0145660"
nm0000821,Amitabh Bachchan,1942,\N,"actor,producer,writer","tt0337578,tt5571734,tt0213890,tt0375611"
nm0000823,Angelo Badalamenti,1937,2022,"composer,music_department,soundtrack","tt0116922,tt0344510,tt0105665,tt0166924"
nm0000841,Michael Ballhaus,1935,2017,"cinematographer,director,actor","tt0103874,tt0106226,tt0217505,tt0099685"
nm0000842,Martin Balsam,1919,1996,actor,"tt0074119,tt0059798,tt0054215,tt0050083"
nm0000843,Anne Bancroft,1931,2005,"actress,soundtrack,director","tt0076843,tt0056241,tt0119223,tt0061722"
nm0000849,Javier Bardem,1969,\N,"actor,producer,soundtrack","tt1164999,tt0369702,tt0477348,tt1074638"
nm0000859,Lionel Barrymore,1878,1954,"actor,director,soundtrack","tt0021885,tt0030993,tt0038650,tt0040506"
nm0000865,Richard Basehart,1914,1984,"actor,director,miscellaneous","tt0047528,tt0049513,tt0043560,tt0057798"
nm0000867,Jason Bateman,1969,\N,"actor,producer,director","tt2170299,tt0467406,tt0367279,tt2948356"
nm0000870,Kathy Bates,1948,\N,"actress,director,soundtrack","tt0100157,tt0257360,tt0109642,tt0120338"
nm0000874,Steven Bauer,1956,\N,"actor,producer,soundtrack","tt0117381,tt0181865,tt0086250,tt1769323"
nm0000875,L. Frank Baum,1856,1919,"writer,producer,miscellaneous","tt0032138,tt0000679,tt0004207,tt0089908"
nm0000876,Noah Baumbach,1969,\N,"writer,director,producer","tt7653254,tt6160448,tt2347569,tt0367089"
nm0000879,Anne Baxter,1923,1985,"actress,soundtrack","tt0035015,tt0038873,tt0042192,tt0049833"
nm0000881,Michael Bay,1965,\N,"producer,director,actor","tt1055369,tt0117500,tt0120591,tt2109248"
nm0000885,Ned Beatty,1937,2021,"actor,soundtrack","tt0822854,tt0068473,tt0074958,tt0078346"
nm0000889,Bonnie Bedelia,1948,\N,"actress,soundtrack","tt0095016,tt0085656,tt0099423,tt0100404"
nm0000895,Barbara Bel Geddes,1922,2005,"actress,soundtrack","tt0040221,tt0077000,tt0042832,tt0052357"
nm0000905,Roberto Benigni,1952,\N,"actor,writer,director","tt0102164,tt0419198,tt0090967,tt0118799"
nm0000906,Annette Bening,1958,\N,"actress,soundtrack","tt0169547,tt4385888,tt0842926,tt0099703"
nm0000912,Jack Benny,1894,1974,"actor,soundtrack,producer","tt0042116,tt0033457,tt0034780,tt0035446"
nm0000913,Robby Benson,1956,\N,"actor,director,soundtrack","tt0108778,tt0101414,tt0040053,tt0076500"
nm0000916,Peter Berg,1964,\N,"producer,actor,writer","tt0124198,tt1091191,tt0369339,tt0108724"
nm0000930,Elmer Bernstein,1922,2004,"music_department,composer,soundtrack","tt0054047,tt0056592,tt0120891,tt0297884"
nm0000931,Elizabeth Berridge,1962,\N,actress,"tt0082427,tt0317648,tt0106039,tt0086879"
nm0000932,Halle Berry,1966,\N,"actress,producer,director","tt0285742,tt0348836,tt0327554,tt0246460"
nm0000934,Bernardo Bertolucci,1941,2018,"writer,director,producer","tt0070849,tt0093389,tt0065571,tt0117737"
nm0000939,Adrian Biddle,1952,2005,"cinematographer,camera_department","tt0434409,tt0090605,tt0103074,tt0103594"
nm0000941,Kathryn Bigelow,1951,\N,"director,producer,writer","tt0114558,tt0093605,tt0887912,tt1790885"
nm0000948,Shane Black,1961,\N,"writer,actor,director","tt0093773,tt0373469,tt1300854,tt3799694"
nm0000949,Cate Blanchett,1969,\N,"actress,producer,writer","tt2402927,tt0120737,tt2334873,tt0338751"
nm0000950,Brenda Blethyn,1946,\N,"actress,soundtrack,writer","tt0147004,tt0195234,tt0414387,tt0117589"
nm0000953,Peter Bogdanovich,1939,2022,"actor,director,writer","tt0079843,tt0070510,tt0063671,tt0067328"
nm0000961,Timothy Bottoms,1951,\N,"actor,producer","tt0363589,tt0067277,tt0070509,tt0067328"
nm0000963,Stephen Boyd,1931,1977,"actor,soundtrack,producer","tt0060801,tt0052618,tt0060397,tt0058085"
nm0000965,Danny Boyle,1956,\N,"director,producer,actor","tt0111149,tt1542344,tt0289043,tt1010048"
nm0000966,Lorraine Bracco,1954,\N,"actress,producer,director","tt0112461,tt0099685,tt0104839,tt0141842"
nm0000971,Nicoletta Braschi,1960,\N,"actress,producer","tt0102164,tt0090967,tt6752992,tt0118799"
nm0000973,Benjamin Bratt,1963,\N,"actor,producer,director","tt0212346,tt0181865,tt2380307,tt0106697"
nm0000976,Martin Brest,1951,\N,"director,producer,actor","tt0095631,tt0119643,tt0105323,tt0086960"
nm0000978,Lloyd Bridges,1913,1998,"actor,soundtrack,director","tt0080339,tt0102059,tt0107144,tt0083530"
nm0000979,Wilford Brimley,1934,2020,"actor,stunts","tt0087781,tt0084787,tt0119360,tt0088933"
nm0000982,Josh Brolin,1968,\N,"actor,producer,director","tt4154756,tt4154796,tt0477348,tt1791528"
nm0000983,Albert Brooks,1947,\N,"actor,soundtrack,writer","tt0780504,tt0092699,tt0101698,tt0089504"
nm0000988,Jerry Bruckheimer,1943,\N,"producer,music_department,camera_department","tt0449088,tt0120591,tt0210945,tt0383574"
nm0000995,Ellen Burstyn,1932,\N,"actress,producer,soundtrack","tt0067328,tt0071115,tt0070047,tt0180093"
nm0001001,James Caan,1940,2022,"actor,soundtrack,director","tt0100157,tt0083190,tt0068646,tt0073631"
nm0001006,John Candy,1950,1994,"actor,writer,music_department","tt0080455,tt0094012,tt0098554,tt0093748"
nm0001008,Frank Capra,1897,1991,"director,writer,producer","tt0038650,tt0031679,tt0030993,tt0025316"
nm0001012,Claudia Cardinale,1938,\N,"actress,soundtrack","tt0054225,tt0064116,tt0057413,tt0056801"
nm0001016,David Carradine,1936,2009,"actor,producer,soundtrack","tt0074235,tt0378194,tt0072856,tt0490086"
nm0001017,John Carradine,1906,1988,"actor,soundtrack","tt0031971,tt0032551,tt0082533,tt0068555"
nm0001021,Veronica Cartwright,1949,\N,"actress,soundtrack","tt0094332,tt0077745,tt0056869,tt0078748"
nm0001023,John Cassavetes,1929,1989,"actor,director,writer","tt0072417,tt0063522,tt0079672,tt0087644"
nm0001030,John Cazale,1935,1978,"actor,cinematographer,editor","tt0071562,tt0068646,tt0071360,tt0072890"
nm0001037,Graham Chapman,1941,1989,"writer,actor,soundtrack","tt0079470,tt0071853,tt0063929,tt0085959"
nm0001038,Josh Charles,1971,\N,"actor,director,soundtrack","tt0430105,tt0165961,tt0257076,tt0097165"
nm0001041,Maggie Cheung,1964,\N,"actress,soundtrack","tt0118694,tt0101258,tt0299977,tt0117905"
nm0001047,Michael Cimino,1939,2016,"director,writer,producer","tt0067756,tt0077416,tt0090350,tt0080855"
nm0001050,Montgomery Clift,1920,1966,"actor,writer,soundtrack","tt0045793,tt0040765,tt0043924,tt0055031"
nm0001053,Ethan Coen,1957,\N,"producer,writer,director","tt6412452,tt2042568,tt1019452,tt0477348"
nm0001054,Joel Coen,1954,\N,"producer,writer,director","tt6412452,tt1019452,tt2042568,tt10095582"
nm0001055,Claudette Colbert,1903,1996,"actress,soundtrack","tt0036367,tt0029929,tt0037280,tt0025316"
nm0001057,Toni Collette,1972,\N,"actress,producer,soundtrack","tt0274558,tt7784604,tt0167404,tt0276751"
nm0001060,Chris Columbus,1958,\N,"producer,writer,director","tt0295297,tt1454029,tt0241527,tt0294870"
nm0001065,Harry Connick Jr.,1967,\N,"actor,soundtrack,music_department","tt0116629,tt0112722,tt0119313,tt0129167"
