tconst,ordering,nconst,category,job,characters
tt0245429,4,nm0383708,actress,\N,"[""Chihiro Ogino"",""Sen""]"
tt0245429,5,nm0594503,director,\N,\N
tt0245429,6,nm0259689,producer,producer,\N
tt0245429,7,nm0005124,producer,producer,\N
tt0245429,8,nm0840699,producer,producer,\N
tt0245429,9,nm0386749,composer,\N,\N
tt0245712,10,nm0702036,editor,\N,\N
tt0245712,1,nm0248408,actor,\N,"[""El Chivo""]"
tt0245712,2,nm0305558,actor,\N,"[""Octavio""]"
tt0245712,3,nm0865949,actress,\N,"[""Valeria""]"
tt0245712,4,nm0346270,actor,\N,"[""Daniel""]"
tt0245712,5,nm0327944,director,\N,\N
tt0245712,6,nm0037247,writer,written by,\N
tt0245712,7,nm0763395,composer,\N,\N
tt0245712,8,nm0006509,cinematographer,director of photography,\N
tt0245712,9,nm0136057,editor,\N,\N
tt0246578,10,nm0692925,cinematographer,director of photography,\N
tt0246578,1,nm0350453,actor,\N,"[""Donnie Darko""]"
tt0246578,2,nm0540441,actress,\N,"[""Gretchen Ross""]"
tt0246578,3,nm0001521,actress,\N,"[""Rose Darko""]"
tt0246578,4,nm0651660,actor,\N,"[""Eddie Darko""]"
tt0246578,5,nm0446819,director,\N,\N
tt0246578,6,nm0276178,producer,producer,\N
tt0246578,7,nm0433339,producer,producer,\N
tt0246578,8,nm0572014,producer,producer,\N
tt0246578,9,nm0028787,composer,\N,\N
tt0253474,10,nm0004384,composer,\N,\N
tt0253474,1,nm0004778,actor,\N,"[""Wladyslaw Szpilman""]"
tt0253474,2,nm0470981,actor,\N,"[""Captain Wilm Hosenfeld""]"
tt0253474,3,nm0277975,actor,\N,"[""Father""]"
tt0253474,4,nm0288976,actress,\N,"[""Dorota""]"
tt0253474,5,nm0000591,director,\N,\N
tt0253474,6,nm0367838,writer,screenplay by,\N
tt0253474,7,nm0844262,writer,based on the book by,\N
tt0253474,8,nm0071452,producer,producer,\N
tt0253474,9,nm0764963,producer,producer,\N
tt0263438,10,nm3867801,editor,\N,\N
tt0263438,1,nm0948000,actor,\N,"[""Altan Camli""]"
tt0263438,2,nm0015988,actor,\N,"[""Nuri Camli""]"
tt0263438,3,nm0245176,actress,\N,"[""Ayla Camli""]"
tt0263438,4,nm0654741,actor,\N,"[""Cevat Camli""]"
tt0263438,5,nm0889943,director,\N,\N
tt0263438,6,nm0354649,writer,\N,\N
tt0263438,7,nm0889942,producer,producer,\N
tt0263438,8,nm0877314,cinematographer,\N,\N
tt0263438,9,nm0015494,editor,\N,\N
tt0264464,10,nm0002354,composer,\N,\N
tt0264464,1,nm0000138,actor,\N,"[""Frank Abagnale Jr.""]"
tt0264464,2,nm0000158,actor,\N,"[""Carl Hanratty""]"
tt0264464,3,nm0000686,actor,\N,"[""Frank Abagnale""]"
tt0264464,4,nm0000640,actor,\N,"[""Roger Strong""]"
tt0264464,5,nm0000229,director,\N,\N
tt0264464,6,nm0622288,writer,screenplay,\N
tt0264464,7,nm0007646,writer,"book ""Catch Me If You Can: The Amazing True Story of the Youngest and Most Daring Con Man in the History of Fun and Profit""",\N
tt0264464,8,nm1127221,writer,"book ""Catch Me If You Can: The Amazing True Story of the Youngest and Most Daring Con Man in the History of Fun and Profit""",\N
tt0264464,9,nm0662748,producer,producer,\N
tt0266543,10,nm0002353,composer,\N,\N
tt0266543,1,nm0000983,actor,\N,"[""Marlin""]"
tt0266543,2,nm0001122,actress,\N,"[""Dory""]"
tt0266543,3,nm1071252,actor,\N,"[""Nemo""]"
tt0266543,4,nm0000353,actor,\N,"[""Gill""]"
tt0266543,5,nm0004056,director,\N,\N
tt0266543,6,nm0881279,director,co-director,\N
tt0266543,7,nm0677037,writer,screenplay by,\N
tt0266543,8,nm0721675,writer,screenplay by,\N
tt0266543,9,nm0910237,producer,producer,\N
tt0266697,10,nm0849222,production_designer,\N,\N
tt0266697,1,nm0000235,actress,\N,"[""The Bride""]"
tt0266697,2,nm0001016,actor,\N,"[""Bill""]"
tt0266697,3,nm0000435,actress,\N,"[""Elle Driver""]"
tt0266697,4,nm0000514,actor,\N,"[""Budd""]"
tt0266697,5,nm0000233,director,\N,\N
tt0266697,6,nm0004744,producer,producer,\N
tt0266697,7,nm0753526,composer,\N,\N
tt0266697,8,nm0724744,cinematographer,director of photography,\N
tt0266697,9,nm0579673,editor,\N,\N
tt0268978,10,nm0005683,cinematographer,director of photography,\N
tt0268978,1,nm0000128,actor,\N,"[""John Nash""]"
tt0268978,2,nm0000438,actor,\N,"[""Parcher""]"
tt0268978,3,nm0000124,actress,\N,"[""Alicia Nash""]"
tt0268978,4,nm0001626,actor,\N,"[""Dr. Rosen""]"
tt0268978,5,nm0000165,director,\N,\N
tt0268978,6,nm0326040,writer,written by,\N
tt0268978,7,nm0621586,writer,book,\N
tt0268978,8,nm0004976,producer,producer,\N
tt0268978,9,nm0000035,composer,\N,\N
tt0270053,10,nm0002939,editor,\N,\N
tt0270053,1,nm0258784,actor,\N,"[""Deli Emin""]"
tt0270053,2,nm0015130,actress,\N,"[""Siti Ana""]"
tt0270053,3,nm0259472,actor,\N,"[""Nazmi""]"
tt0270053,4,nm0948000,actor,\N,"[""Fikri""]"
tt0270053,5,nm0814716,director,\N,\N
tt0270053,6,nm0015528,producer,producer,\N
tt0270053,7,nm8847729,producer,producer,\N
tt0270053,8,nm1552397,composer,\N,\N
tt0270053,9,nm0881266,composer,\N,\N
tt0276919,1,nm0000173,actress,\N,"[""Grace Margaret Mulligan""]"
tt0276919,2,nm0079273,actor,\N,"[""Tom Edison""]"
tt0276919,3,nm0000002,actress,\N,"[""Ma Ginger""]"
tt0276919,4,nm0027683,actress,\N,"[""Gloria""]"
tt0276919,5,nm0001885,director,\N,\N
tt0276919,6,nm0934668,producer,producer,\N
tt0276919,7,nm0230045,cinematographer,\N,\N
tt0276919,8,nm0826663,editor,\N,\N
tt0276919,9,nm0335605,production_designer,\N,\N
tt0292490,10,nm0536708,composer,\N,\N
tt0292490,1,nm0451148,actor,\N,"[""Akash Malhotra""]"
tt0292490,2,nm0451307,actor,\N,"[""Sameer""]"
tt0292490,3,nm0451379,actor,\N,"[""Siddharth Sinha""]"
tt0292490,4,nm0006689,actress,\N,"[""Shalini""]"
tt0292490,5,nm1027719,director,\N,\N
tt0292490,6,nm1539594,writer,story co-developed by,\N
tt0292490,7,nm10689808,writer,Dialogue Superviser,\N
tt0292490,8,nm1260845,writer,dialogue supervisor,\N
tt0292490,9,nm1032700,producer,producer,\N
tt0293715,10,nm0453656,editor,\N,\N
tt0293715,1,nm1028580,actor,\N,"[""Kyun-woo""]"
tt0293715,2,nm0432428,actress,\N,"[""The Girl""]"
tt0293715,3,nm1077025,actor,\N,"[""Kyun-woo's Father""]"
tt0293715,4,nm0814289,actress,\N,"[""Kyun-woo's Mother""]"
tt0293715,5,nm1030706,director,\N,\N
tt0293715,6,nm1030519,writer,novel,\N
tt0293715,7,nm1038457,producer,producer,\N
tt0293715,8,nm1030521,composer,\N,\N
tt0293715,9,nm0453694,cinematographer,\N,\N
tt0304141,10,nm0650038,producer,producer,\N
tt0304141,1,nm0705356,actor,\N,"[""Harry Potter""]"
tt0304141,2,nm0914612,actress,\N,"[""Hermione Granger""]"
tt0304141,3,nm0342488,actor,\N,"[""Ron Weasley""]"
tt0304141,4,nm0341743,actor,\N,"[""Uncle Vernon""]"
tt0304141,5,nm0190859,director,\N,\N
tt0304141,6,nm0746830,writer,novel,\N
tt0304141,7,nm0460141,writer,screenplay,\N
tt0304141,8,nm0001060,producer,producer,\N
tt0304141,9,nm0382268,producer,producer,\N
tt0317248,10,nm0708723,producer,producer,\N
tt0317248,1,nm1179105,actor,\N,"[""Buscapé - Rocket""]"
tt0317248,2,nm1129884,actor,\N,"[""Zé Pequeno - Li'l Zé""]"
tt0317248,3,nm0618690,actor,\N,"[""Sandro Cenoura - Carrot""]"
tt0317248,4,nm1249574,actor,\N,"[""Bené - Benny""]"
tt0317248,5,nm0576987,director,\N,\N
tt0317248,6,nm0526199,director,co-director,\N
tt0317248,7,nm0513130,writer,from the novel by,\N
tt0317248,8,nm1130251,writer,screenplay,\N
tt0317248,9,nm0053070,producer,producer,\N
tt0317705,10,nm0524796,cinematographer,director of photography,\N
tt0317705,1,nm0005266,actor,\N,"[""Bob Parr"",""Mr. Incredible""]"
tt0317705,2,nm0000168,actor,\N,"[""Lucius Best"",""Frozone""]"
tt0317705,3,nm0000456,actress,\N,"[""Helen Parr"",""Elastigirl""]"
tt0317705,4,nm0005134,actor,\N,"[""Buddy Pine"",""Syndrome""]"
tt0317705,5,nm0083348,director,\N,\N
tt0317705,6,nm0907869,producer,producer,\N
tt0317705,7,nm0315974,composer,\N,\N
tt0317705,8,nm1285750,cinematographer,director of photography,\N
tt0317705,9,nm0510936,cinematographer,director of photography,\N
tt0319061,10,nm0005573,producer,producer,\N
tt0319061,1,nm0000191,actor,\N,"[""Ed Bloom (young)""]"
tt0319061,2,nm0001215,actor,\N,"[""Ed Bloom (senior)""]"
tt0319061,3,nm0001082,actor,\N,"[""Will Bloom""]"
tt0319061,4,nm0001448,actress,\N,"[""Sandra Bloom (senior)""]"
tt0319061,5,nm0000318,director,\N,\N
tt0319061,6,nm1180620,writer,"novel ""Big Fish: A Novel of Mythic Proportions""",\N
tt0319061,7,nm0041864,writer,screenplay,\N
tt0319061,8,nm0169260,producer,producer,\N
tt0319061,9,nm0423134,producer,producer,\N
tt0325980,10,nm0000988,producer,producer,\N
tt0325980,1,nm0000136,actor,\N,"[""Jack Sparrow""]"
tt0325980,2,nm0001691,actor,\N,"[""Barbossa""]"
tt0325980,3,nm0089217,actor,\N,"[""Will Turner""]"
tt0325980,4,nm0461136,actress,\N,"[""Elizabeth Swann""]"
tt0325980,5,nm0893659,director,\N,\N
tt0325980,6,nm0254645,writer,screen story,\N
tt0325980,7,nm0744429,writer,screen story,\N
tt0325980,8,nm0064181,writer,screen story,\N
tt0325980,9,nm0938684,writer,screen story,\N
tt0338013,10,nm0109726,composer,\N,\N
tt0338013,1,nm0000120,actor,\N,"[""Joel Barish""]"
tt0338013,2,nm0000701,actress,\N,"[""Clementine Kruczynski""]"
tt0338013,3,nm0929489,actor,\N,"[""Dr. Mierzwiak""]"
tt0338013,4,nm0004423,actor,\N,"[""Train Conductor""]"
tt0338013,5,nm0327273,director,\N,\N
tt0338013,6,nm0442109,writer,story,\N
tt0338013,7,nm1410028,writer,story,\N
tt0338013,8,nm0106835,producer,producer,\N
tt0338013,9,nm0326512,producer,producer,\N
tt0338564,10,nm0481738,cinematographer,director of photography,\N
tt0338564,1,nm0490489,actor,\N,"[""Inspector Lau Kin Ming""]"
tt0338564,2,nm0504897,actor,\N,"[""Chan Wing Yan""]"
tt0338564,3,nm0938893,actor,\N,"[""SP Wong Chi Shing""]"
tt0338564,4,nm0874676,actor,\N,"[""Hon Sam""]"
tt0338564,5,nm0490487,director,\N,\N
tt0338564,6,nm0538320,director,\N,\N
tt0338564,7,nm0159039,writer,written by,\N
tt0338564,8,nm0150989,composer,\N,\N
tt0338564,9,nm0628804,composer,composer,\N
tt0347149,10,nm0386749,composer,\N,\N
tt0347149,1,nm0047962,actress,\N,"[""Sofî""]"
tt0347149,2,nm0454120,actor,\N,"[""Hauru""]"
tt0347149,3,nm0309107,actor,\N,"[""Karushifâ""]"
tt0347149,4,nm0594271,actor,\N,"[""Arechi no Majo""]"
tt0347149,5,nm0594503,director,\N,\N
tt0347149,6,nm1168510,writer,"novel ""Howl's Moving Castle""",\N
tt0347149,7,nm0218760,producer,producer,\N
tt0347149,8,nm1566098,producer,producer,\N
tt0347149,9,nm0840699,producer,producer,\N
tt0352248,10,nm0002353,composer,\N,\N
tt0352248,1,nm0000128,actor,\N,"[""Jim Braddock""]"
tt0352248,2,nm0000250,actress,\N,"[""Mae Braddock""]"
tt0352248,3,nm0081572,actor,\N,"[""Max Baer""]"
tt0352248,4,nm0316079,actor,\N,"[""Joe Gould""]"
tt0352248,5,nm0000165,director,\N,\N
tt0352248,6,nm0391132,writer,screenplay,\N
tt0352248,7,nm0326040,writer,screenplay,\N
tt0352248,8,nm0004976,producer,producer,\N
tt0352248,9,nm0001508,producer,producer,\N
tt0353969,10,nm1396406,producer,producer,\N
tt0353969,1,nm0814280,actor,\N,"[""Detective Park Doo-man""]"
tt0353969,2,nm1235292,actor,\N,"[""Detective Seo Tae-yoon""]"
tt0353969,3,nm1323287,actor,\N,"[""Detective Cho Yong-koo""]"
tt0353969,4,nm1138201,actor,\N,"[""Sergeant Shin Dong-chul""]"
tt0353969,5,nm0094435,director,\N,\N
tt0353969,6,nm1323286,writer,play,\N
tt0353969,7,nm1646563,writer,writer,\N
tt0353969,8,nm0149223,producer,producer,\N
tt0353969,9,nm0453617,producer,producer,\N
tt0359950,10,nm0788640,composer,\N,\N
tt0359950,1,nm0001774,actor,\N,"[""Walter Mitty""]"
tt0359950,2,nm1325419,actress,\N,"[""Cheryl Melhoff""]"
tt0359950,3,nm1789985,actor,\N,"[""Tim Naughton""]"
tt0359950,4,nm1063517,actress,\N,"[""Odessa Mitty""]"
tt0359950,5,nm0175726,writer,screenplay by,\N
tt0359950,6,nm0862122,writer,based on the short story by,\N
tt0359950,7,nm0180366,producer,producer,\N
tt0359950,8,nm0326412,producer,producer,\N
tt0359950,9,nm0326415,producer,producer,\N
tt0361748,1,nm0000093,actor,\N,"[""Lt. Aldo Raine""]"
tt0361748,2,nm1208167,actress,\N,"[""Bridget von Hammersmark""]"
tt0361748,3,nm0744834,actor,\N,"[""Sgt. Donny Donowitz""]"
tt0361748,4,nm0491259,actress,\N,"[""Shosanna""]"
tt0361748,5,nm0000233,director,\N,\N
tt0361748,6,nm0004744,producer,producer,\N
tt0361748,7,nm0724744,cinematographer,director of photography,\N
tt0361748,8,nm0579673,editor,\N,\N
tt0361748,9,nm0913300,production_designer,\N,\N
tt0363163,10,nm0951598,composer,\N,\N
tt0363163,1,nm0004486,actor,\N,"[""Adolf Hitler""]"
tt0363163,2,nm0487884,actress,\N,"[""Traudl Junge""]"
tt0363163,3,nm0559890,actor,\N,"[""Joseph Goebbels""]"
tt0363163,4,nm0477810,actress,\N,"[""Eva Braun""]"
tt0363163,5,nm0386570,director,\N,\N
tt0363163,6,nm0251536,writer,written by,\N
tt0363163,7,nm0275264,writer,"based on the book ""Der Untergang: Hitler und das Ende des Dritten Reiches"" by",\N
tt0363163,8,nm0432622,writer,"based on the book ""Bis zur letzten Stunde"" by",\N
tt0363163,9,nm0612199,writer,"based on the book ""Bis zur letzten Stunde"" by",\N
tt0364569,10,nm0997224,producer,producer,\N
tt0364569,1,nm0158856,actor,\N,"[""Dae-su Oh""]"
tt0364569,2,nm0949167,actor,\N,"[""Woo-jin Lee""]"
tt0364569,3,nm1367246,actress,\N,"[""Mi-do""]"
tt0364569,4,nm1366028,actor,\N,"[""Mr. Han""]"
tt0364569,5,nm0661791,director,\N,\N
tt0364569,6,nm1628380,writer,manga,\N
tt0364569,7,nm2057405,writer,manga,\N
tt0364569,8,nm1367409,writer,screenplay,\N
tt0364569,9,nm1369364,writer,screenplay,\N
tt0365748,10,nm0225323,editor,\N,\N
tt0365748,1,nm0670408,actor,\N,"[""Shaun""]"
tt0365748,2,nm0296545,actor,\N,"[""Ed""]"
tt0365748,3,nm0038918,actress,\N,"[""Liz""]"
tt0365748,4,nm0205063,actress,\N,"[""Dianne""]"
tt0365748,5,nm0942367,director,\N,\N
tt0365748,6,nm0661912,producer,producer,\N
tt0365748,7,nm0610935,composer,\N,\N
tt0365748,8,nm1577314,composer,\N,\N
tt0365748,9,nm0242381,cinematographer,director of photography,\N
tt0367110,10,nm3392919,writer,screenplay,\N
tt0367110,1,nm0451321,actor,\N,"[""Mohan Bhargava""]"
tt0367110,2,nm1539666,actress,\N,"[""Gita""]"
tt0367110,3,nm1584145,actress,\N,"[""Kaveri amma""]"
tt0367110,4,nm1587122,actor,\N,"[""Nandan 'Chiku'""]"
tt0367110,5,nm0332950,director,\N,\N
tt0367110,6,nm1351784,writer,story,\N
tt0367110,7,nm1343477,writer,screenplay,\N
tt0367110,8,nm1342923,writer,screenplay,\N
tt0367110,9,nm1004422,writer,screenplay,\N
tt0369610,10,nm0189777,producer,producer,\N
tt0369610,1,nm0695435,actor,\N,"[""Owen Grady""]"
tt0369610,2,nm0397171,actress,\N,"[""Claire Dearing""]"
tt0369610,3,nm1339223,actor,\N,"[""Gray""]"
tt0369610,4,nm0339460,actress,\N,"[""Karen""]"
tt0369610,5,nm1119880,director,\N,\N
tt0369610,6,nm0415425,writer,screenplay by,\N
tt0369610,7,nm0798646,writer,screenplay by,\N
tt0369610,8,nm2081046,writer,screenplay by,\N
tt0369610,9,nm0000341,writer,based on the characters created by,\N
tt0369702,1,nm0000849,actor,\N,"[""Ramón Sampedro""]"
tt0369702,2,nm0749104,actress,\N,"[""Julia""]"
tt0369702,3,nm0240318,actress,\N,"[""Rosa""]"
tt0369702,4,nm0729345,actress,\N,"[""Manuela""]"
tt0369702,5,nm0024622,director,\N,\N
tt0369702,6,nm0317834,writer,screenplay,\N
tt0369702,7,nm0100559,producer,producer,\N
tt0369702,8,nm0013761,cinematographer,director of photography,\N
tt0369702,9,nm0273414,production_designer,\N,\N
tt0371746,10,nm0498278,writer,characters,\N
tt0371746,1,nm0000375,actor,\N,"[""Tony Stark""]"
tt0371746,2,nm0000569,actress,\N,"[""Pepper Potts""]"
tt0371746,3,nm0005024,actor,\N,"[""Rhodey""]"
tt0371746,4,nm0000313,actor,\N,"[""Obadiah Stane""]"
tt0371746,5,nm0269463,director,\N,\N
tt0371746,6,nm1318843,writer,screenplay,\N
tt0371746,7,nm1319757,writer,screenplay,\N
tt0371746,8,nm1436466,writer,screenplay,\N
tt0371746,9,nm0391344,writer,screenplay,\N
tt0372784,10,nm0746273,producer,producer,\N
tt0372784,1,nm0000288,actor,\N,"[""Bruce Wayne"",""Batman""]"
tt0372784,2,nm0000323,actor,\N,"[""Alfred""]"
tt0372784,3,nm0913822,actor,\N,"[""Ra's Al Ghul""]"
tt0372784,4,nm0000553,actor,\N,"[""Ducard""]"
tt0372784,5,nm0634240,director,\N,\N
tt0372784,6,nm0004170,writer,characters,\N
tt0372784,7,nm0275286,writer,story,\N
tt0372784,8,nm0290581,producer,producer,\N
tt0372784,9,nm0650038,producer,producer,\N
tt0374546,1,nm1104118,actor,\N,"[""Adult Monk""]"
tt0374546,2,nm1230598,actor,\N,"[""Old Monk""]"
tt0374546,3,nm1414385,actor,\N,"[""Child Monk""]"
tt0374546,4,nm1018275,actor,\N,"[""Young Adult Monk""]"
tt0374546,5,nm0498231,producer,producer,\N
tt0374546,6,nm1564702,composer,\N,\N
tt0374546,7,nm1193723,cinematographer,\N,\N
tt0374546,8,nm0644898,production_designer,\N,\N
tt0374887,10,nm0006182,composer,\N,\N
tt0374887,1,nm0004569,actor,\N,"[""Murli Prasad Sharma (Munna Bhai)""]"
tt0374887,2,nm0451174,actor,\N,"[""Sarkeshwar (Circuit)""]"
tt0374887,3,nm0961737,actress,\N,"[""Dr. Suman Asthana (Chinki)""]"
tt0374887,4,nm1224082,actor,\N,"[""Dr. J. C. Asthana""]"
tt0374887,5,nm0386246,director,\N,\N
tt0374887,6,nm0006765,writer,screenplay,\N
tt0374887,7,nm1557876,writer,screenplay,\N
tt0374887,8,nm1063072,writer,dialogue,\N
tt0374887,9,nm0159170,producer,producer,\N
tt0375611,10,nm0151533,cinematographer,\N,\N
tt0375611,1,nm0000821,actor,\N,"[""Debraj Sahai""]"
tt0375611,2,nm0611552,actress,\N,"[""Michelle McNally""]"
tt0375611,3,nm1617909,actress,\N,"[""Catherine 'Cathy' McNally""]"
tt0375611,4,nm1754159,actress,\N,"[""Young Michelle McNally""]"
tt0375611,5,nm0080220,director,\N,\N
tt0375611,6,nm1818188,writer,English dialogue,\N
tt0375611,7,nm1165501,writer,dialogue,\N
tt0375611,8,nm1857322,producer,producer,\N
tt0375611,9,nm1166460,composer,\N,\N
tt0378194,10,nm0134871,production_designer,\N,\N
tt0378194,1,nm0000235,actress,\N,"[""Beatrix Kiddo aka The Bride aka Black Mamba aka Mommy""]"
tt0378194,2,nm0001016,actor,\N,"[""Bill aka Snake Charmer""]"
tt0378194,3,nm0000514,actor,\N,"[""Budd aka Sidewinder""]"
tt0378194,4,nm0000435,actress,\N,"[""Elle Driver aka California Mountain Snake""]"
tt0378194,5,nm0000233,director,\N,\N
tt0378194,6,nm0004744,producer,producer,\N
tt0378194,7,nm0001675,composer,\N,\N
tt0378194,8,nm0724744,cinematographer,director of photography,\N
tt0378194,9,nm0579673,editor,\N,\N
tt0381061,10,nm0110483,producer,producer,\N
tt0381061,1,nm0185819,actor,\N,"[""James Bond""]"
tt0381061,2,nm1200692,actress,\N,"[""Vesper Lynd""]"
tt0381061,3,nm0001132,actress,\N,"[""M""]"
tt0381061,4,nm0942482,actor,\N,"[""Felix Leiter""]"
tt0381061,5,nm0132709,director,\N,\N
tt0381061,6,nm0701031,writer,screenplay,\N
tt0381061,7,nm0905498,writer,screenplay,\N
tt0381061,8,nm0353673,writer,screenplay,\N
tt0381061,9,nm0001220,writer,novel,\N
tt0381681,10,nm0322204,production_designer,\N,\N
tt0381681,1,nm0000160,actor,\N,"[""Jesse""]"
tt0381681,2,nm0000365,actress,\N,"[""Celine""]"
tt0381681,3,nm0229943,actor,\N,"[""Bookstore Manager""]"
tt0381681,4,nm1195302,actress,\N,"[""Journalist #1""]"
tt0381681,5,nm0000500,director,\N,\N
tt0381681,6,nm0471811,writer,story,\N
tt0381681,7,nm0908323,producer,producer,\N
tt0381681,8,nm0199679,cinematographer,director of photography,\N
tt0381681,9,nm0010471,editor,\N,\N
tt0382932,10,nm0677037,writer,additional story material,\N
tt0382932,1,nm0004951,actor,\N,"[""Gusteau""]"
tt0382932,2,nm0738918,actor,\N,"[""Linguini""]"
tt0382932,3,nm0652663,actor,\N,"[""Remy""]"
tt0382932,4,nm0000453,actor,\N,"[""Skinner""]"
tt0382932,5,nm0083348,director,\N,\N
tt0382932,6,nm0684342,director,co-director,\N
tt0382932,7,nm0135296,writer,original story by,\N
tt0382932,8,nm1486235,writer,additional story material,\N
tt0382932,9,nm1271884,writer,additional story material,\N
tt0384116,10,nm1738801,cinematographer,\N,\N
tt0384116,1,nm0948000,actor,\N,"[""Arif Isik"",""Komutan Logar"",""Ersan Kuneri""]"
tt0384116,2,nm1735332,actress,\N,"[""Princess Ceku""]"
tt0384116,3,nm0349777,actor,\N,"[""216-Robot""]"
tt0384116,4,nm0786919,actor,\N,"[""Kuna""]"
tt0384116,5,nm0814716,director,\N,\N
tt0384116,6,nm0015528,producer,producer,\N
tt0384116,7,nm8847729,producer,producer,\N
tt0384116,8,nm0947999,producer,producer,\N
tt0384116,9,nm1738823,composer,\N,\N
tt0386064,10,nm0393240,cinematographer,\N,\N
tt0386064,1,nm0417520,actor,\N,"[""Jin-tae Lee""]"
tt0386064,2,nm1047193,actor,\N,"[""Jin-seok Lee""]"
tt0386064,3,nm0497249,actress,\N,"[""Young-shin Kim""]"
tt0386064,4,nm1045837,actor,\N,"[""Yong-man""]"
tt0386064,5,nm0437625,director,\N,\N
tt0386064,6,nm3719468,writer,screenplay,\N
tt0386064,7,nm3719540,writer,screenplay,\N
tt0386064,8,nm1231170,producer,producer,\N
tt0386064,9,nm0497173,composer,\N,\N
tt0395169,10,nm0345991,composer,\N,\N
tt0395169,1,nm0000332,actor,\N,"[""Paul Rusesabagina""]"
tt0395169,2,nm0645683,actress,\N,"[""Tatiana Rusesabagina""]"
tt0395169,3,nm0001618,actor,\N,"[""Jack Daglish""]"
tt0395169,4,nm1796730,actor,\N,"[""Policeman""]"
tt0395169,5,nm0313623,director,\N,\N
tt0395169,6,nm0669311,writer,written by,\N
tt0395169,7,nm0457715,producer,producer,\N
tt0395169,8,nm2148374,composer,\N,\N
tt0395169,9,nm0340003,composer,\N,\N
tt0398286,10,nm0174807,producer,producer,\N
tt0398286,1,nm0601553,actress,\N,"[""Rapunzel""]"
tt0398286,2,nm1157048,actor,\N,"[""Flynn Rider""]"
tt0398286,3,nm0614220,actress,\N,"[""Mother Gothel""]"
tt0398286,4,nm0000579,actor,\N,"[""Stabbington Brother""]"
tt0398286,5,nm1977355,director,\N,\N
tt0398286,6,nm0397174,director,\N,\N
tt0398286,7,nm1557594,writer,screenplay by,\N
tt0398286,8,nm0342278,writer,"based upon the fairy tale ""Rapunzel"" by",\N
tt0398286,9,nm0342303,writer,"based upon the fairy tale ""Rapunzel"" by",\N
tt0401383,10,nm0134508,composer,\N,\N
tt0401383,1,nm0023832,actor,\N,"[""Jean-Do""]"
tt0401383,2,nm0782561,actress,\N,"[""Céline""]"
tt0401383,3,nm0189887,actress,\N,"[""Henriette Roi""]"
tt0401383,4,nm0175931,actress,\N,"[""Claude""]"
tt0401383,5,nm0773603,director,\N,\N
tt0401383,6,nm0367838,writer,screenplay,\N
tt0401383,7,nm1568285,writer,"book ""Le scaphandre et le papillon""",\N
tt0401383,8,nm0005086,producer,producer,\N
tt0401383,9,nm0453091,producer,producer,\N
tt0401729,10,nm0606640,producer,producer,\N
tt0401729,1,nm2018237,actor,\N,"[""John Carter""]"
tt0401729,2,nm1211488,actress,\N,"[""Dejah Thoris""]"
tt0401729,3,nm0000353,actor,\N,"[""Tars Tarkas""]"
tt0401729,4,nm0608090,actress,\N,"[""Sola""]"
tt0401729,5,nm0004056,director,\N,\N
tt0401729,6,nm0028764,writer,screenplay by,\N
tt0401729,7,nm0149290,writer,screenplay by,\N
tt0401729,8,nm0123194,writer,"based on the story ""A Princess of Mars"" by",\N
tt0401729,9,nm0172491,producer,producer,\N
